pmid,year,journal,title,decision,stage,rule_id,detail,flags
23925332,2013,Indian journal of ophthalmology,Long-term results of cornea collagen cross-linking with riboflavin for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23925331,2013,Indian journal of ophthalmology,Review of current indications for combined very high fluence collagen cross-linking and laser in situ keratomileusis surgery.,keep,keep,keep.content,signal='cross-link' ophth='LASIK',ophthalmology_journal
23925330,2013,Indian journal of ophthalmology,Current status of accelerated corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23925329,2013,Indian journal of ophthalmology,Newer protocols and future in collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23925328,2013,Indian journal of ophthalmology,Collagen cross-linking in thin corneas.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23925327,2013,Indian journal of ophthalmology,Collagen cross linking: current perspectives.,keep,keep,keep.content,signal='cross link' ophth='Keratocon',ophthalmology_journal
23925326,2013,Indian journal of ophthalmology,The theory and art of corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23925316,2013,Indian journal of ophthalmology,Keratoconus and corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='Keratocon',ophthalmology_journal;no_abstract
23920369,2013,Investigative ophthalmology & visual science,Ultrasound-enhanced penetration of topical riboflavin into the corneal stroma.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
23902524,2013,Veterinary ophthalmology,Evaluation of accelerated collagen cross-linking for the treatment of melting keratitis in eight dogs.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',ophthalmology_journal
23901251,2013,"Clinical ophthalmology (Auckland, N.Z.)","Comparison of Placido disc and Scheimpflug image-derived topography-guided excimer laser surface normalization combined with higher fluence CXL: the Athens Protocol, in progressive keratoconus.",keep,keep,keep.content,signal='CXL' ophth='Scheimpflug',ophthalmology_journal
23889880,2013,Journal of cataract and refractive surgery,Reply: Corneal collagen crosslinking and herpetic keratitis.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
23889879,2013,Journal of cataract and refractive surgery,Corneal collagen crosslinking and herpetic keratitis.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
23889865,2013,Journal of cataract and refractive surgery,Characteristics influencing outcomes of corneal collagen crosslinking for keratoconus and ectasia: implications for patient selection.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23889864,2013,Journal of cataract and refractive surgery,Special section on collagen crosslinking: new hope for more advanced ectatic disease?,keep,keep,keep.content,signal='crosslink' ophth='ectatic',ophthalmology_journal;no_abstract
23882746,2013,Klinika oczna,[The application of corneal collagen cross-linking in diseases other than keratoconus].,keep,keep,keep.content,signal='cross-link' ophth='cornea',
23879803,2013,Cutaneous and ocular toxicology,Accelerated corneal collagen cross-linking for progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23878503,2013,Molecular vision,Keratoconus corneal architecture after riboflavin/ultraviolet A cross-linking: ultrastructural studies.,keep,keep,keep.content,signal='riboflavin' ophth='Keratocon',ophthalmology_journal
23873492,2013,European journal of ophthalmology,Riboflavin/UVA photochemical therapy for severe infectious keratitis.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal
23867297,2013,Ophthalmic research,Study on polymethylmethacrylate ring in protecting limbal stem cells during collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='limbal',ophthalmology_journal
23859485,2013,Cutaneous and ocular toxicology,Transient corneal endothelial changes following accelerated collagen cross-linking for the treatment of progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23848196,2013,Acta ophthalmologica,Transepithelial corneal collagen cross-linking by iontophoresis of riboflavin.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23847309,2013,Investigative ophthalmology & visual science,Biomechanical properties of human corneas following low- and high-intensity collagen cross-linking determined with scanning acoustic microscopy.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23844860,2013,Acta ophthalmologica,Treatment of Pseudomonas aeruginosa keratitis with combined corneal cross-linking and human amniotic membrane transplantation.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',ophthalmology_journal;no_abstract
23836954,2013,"Clinical ophthalmology (Auckland, N.Z.)",Treatment of visual problems after intracorneal ring implantation.,keep,keep,keep.content,signal='cross-link' ophth='photorefractive',ophthalmology_journal
23821200,2013,Investigative ophthalmology & visual science,Contributing factors to corneal deformation in air puff measurements.,keep,keep,keep.content,signal='riboflavin' ophth='cornea',ophthalmology_journal
23820234,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Very high fluence collagen cross-linking as a refractive enhancement of a regressed previous astigmatic keratotomy.,keep,keep,keep.content,signal='cross-link' ophth='refractive',ophthalmology_journal
23820225,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Visian toric ICL implantation for residual refractive errors after ICRS implantation and corneal collagen cross-linking in keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='refractive',ophthalmology_journal;no_abstract
23807006,2013,Cornea,"Impact of keratoconus, cross-linking and cross-linking combined with topography-guided photorefractive keratectomy on self-reported quality of life: a 3-year update.",keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal;no_abstract
23803176,2013,BMC veterinary research,Corneal cross-linking in 9 horses with ulcerative keratitis.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',
23796621,2013,Journal of cataract and refractive surgery,Pachymetry changes during corneal crosslinking: effect of closed eyelids and hypotonic riboflavin solution.,keep,keep,keep.content,signal='crosslink' ophth='Pachymetr',ophthalmology_journal
23796620,2013,Journal of cataract and refractive surgery,Epithelial-disruption collagen crosslinking for keratoconus: one-year results.,keep,keep,keep.content,signal='crosslink' ophth='Epitheli',ophthalmology_journal
23794955,2013,Digital journal of ophthalmology : DJO,Post-LASIK ectasia treated with intrastromal corneal ring segments and corneal crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='LASIK',ophthalmology_journal
23790531,2013,Journal of cataract and refractive surgery,Transepithelial corneal collagen crosslinking for progressive keratoconus in a pediatric age group.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23790530,2013,Journal of cataract and refractive surgery,Transepithelial corneal collagen crosslinking for progressive keratoconus: 24-month clinical results.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23790529,2013,Journal of cataract and refractive surgery,Efficacy of single or paired intrastromal corneal ring segment implantation combined with collagen crosslinking in keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23787458,2013,European journal of ophthalmology,Scheimpflug parameters after corneal collagen crosslinking for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='Scheimpflug',ophthalmology_journal
23787452,2013,European journal of ophthalmology,Prognostic factors for visual outcomes after crosslinking for keratoconus and post-LASIK ectasia.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
23785497,2013,PloS one,Corneal absorption of a new riboflavin-nanostructured system for transepithelial collagen cross-linking.,keep,keep,keep.content,signal='riboflavin' ophth='Cornea',
23778880,2013,Investigative ophthalmology & visual science,Corneal resistance to shear force after UVA-riboflavin cross-linking.,keep,keep,keep.content,signal='UVA' ophth='Cornea',ophthalmology_journal
23769778,2013,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,Intacs with or without same-day corneal collagen cross-linking to treat corneal ectasia.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23760423,2013,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,[Riboflavin UVA cross-linking for keratoconus].,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal
23760422,2013,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,[Complications of corneal cross-linking].,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23739828,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",High fluence iontophoretic corneal collagen cross-linking: in vivo OCT imaging of riboflavin penetration.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
23739323,2013,"Microscopy and microanalysis : the official journal of Microscopy Society of America, Microbeam Analysis Society, Microscopical Society of Canada",Structural and biomechanical effects of photooxidative collagen cross-linking with photosensitizer riboflavin and 370 nm UVA light on human corneoscleral tissues.,keep,keep,keep.content,signal='cross-link' ophth='riboflavin',
23736897,2013,Current opinion in ophthalmology,"Corneal collagen cross-linking in the stabilization of PRK, LASIK, thermal keratoplasty, and orthokeratology.",keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23718849,2013,Journal of ophthalmic inflammation and infection,Corneal cross linking and infectious keratitis: a systematic review with a meta-analysis of reported cases.,keep,keep,keep.content,signal='cross link' ophth='Cornea',ophthalmology_journal
23715147,2012,Arquivos brasileiros de oftalmologia,Antimicrobial susceptibility of photodynamic therapy (UVA/riboflavin) against Staphylococcus aureus.,keep,keep,keep.content,signal='UVA' ophth='UVA',ophthalmology_journal
23714037,2013,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[Advanced research in the safety of UVA-riboflavin cross-linking for strengthening corneal and scleral tissue].,keep,keep,keep.content,signal='UVA' ophth='UVA',ophthalmology_journal
23711873,2013,Journal of cataract and refractive surgery,Effective corneal collagen crosslinking in advanced cases of progressive keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23706927,2013,Journal of cataract and refractive surgery,Transepithelial phototherapeutic keratectomy combined with implantation of a single inferior intrastromal corneal ring segment and collagen crosslinking in keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23703462,2013,Current opinion in ophthalmology,Collagen cross-linking and corneal infections.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23692299,2013,Cutaneous and ocular toxicology,Intraoperative corneal thickness measurements during corneal collagen cross-linking with isotonic riboflavin solution without dextran in corneal ectasia.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23691390,2013,Case reports in ophthalmological medicine,Nodular epithelial hyperplasia after photorefractive keratectomy followed by corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='epitheli',ophthalmology_journal
23680760,2013,Current opinion in ophthalmology,Topography-guided laser refractive surgery.,keep,keep,keep.content,signal='cross-link' ophth='Topograph',ophthalmology_journal
23673430,2013,Current opinion in ophthalmology,Corneal collagen cross-linking for correction of low myopia?,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
23665650,2013,Cornea,Impact of collagen cross-linking for keratoconus on corneal sensitivity.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal;no_abstract
23665526,2013,Current opinion in ophthalmology,Evolution in the use of intrastromal corneal ring segments for corneal ectasia.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23664859,2013,Experimental eye research,Inverse computational analysis of in vivo corneal elastic modulus change after collagen crosslinking for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23659231,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Biological and biomechanical responses to traditional epithelium-off and transepithelial riboflavin-UVA CXL techniques in rabbits.,keep,keep,keep.content,signal='epithelium-off' ophth='epitheli',ophthalmology_journal
23658474,2013,"Clinical ophthalmology (Auckland, N.Z.)",Alternative ultraviolet A lamp for corneal collagen crosslinking.,keep,keep,keep.content,signal='ultraviolet A' ophth='cornea',ophthalmology_journal
23656608,2013,Clinical & experimental optometry,Excimer laser surface ablation: a review of recent literature.,keep,keep,keep.content,signal='cross-link' ophth='photorefractive',ophthalmology_journal
23640611,2013,"Eye (London, England)",Corneal cross-linking service survey in England.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
23629772,2013,Klinische Monatsblatter fur Augenheilkunde,Central corneal regularization--optimization of uncorrected visual acuity in keratoconus patients.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23623018,2012,Archivos de la Sociedad Espanola de Oftalmologia,Early confocal microscopy findings after cross-linking treatment.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23619500,2014,Indian journal of ophthalmology,Corneal changes following collagen cross linking and simultaneous topography guided photoablation with collagen cross linking for keratoconus.,keep,keep,keep.content,signal='cross link' ophth='Cornea',ophthalmology_journal
23614387,2013,Clinical & experimental optometry,"Repeatability, reliability and reproducibility of posterior curvature and wavefront aberrations in keratoconic and cross-linked corneas.",keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
23608570,2013,Journal of cataract and refractive surgery,Characterizing the morphologic changes in collagen crosslinked-treated corneas by Fourier transform-second harmonic generation imaging.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23608564,2013,Journal of cataract and refractive surgery,Combined collagen crosslinking treatments for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal;no_abstract
23599326,2013,Investigative ophthalmology & visual science,Collagen cross-linking using rose bengal and green light to increase corneal stiffness.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23594770,2013,Cornea,Endothelial failure after collagen cross-linking with riboflavin and UV-A: case report with literature review.,keep,keep,keep.content,signal='cross-link' ophth='Endotheli',ophthalmology_journal;no_abstract
23594766,2013,Cornea,A novel mechanism of UV-A and riboflavin-mediated corneal cross-linking through induction of tissue transglutaminases.,keep,keep,keep.content,signal='UV-A' ophth='riboflavin',ophthalmology_journal
23586374,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Localized changes in stromal reflectivity after corneal collagen cross-linking observed with different imaging techniques.,keep,keep,keep.content,signal='cross-link' ophth='stroma',ophthalmology_journal
23583165,2013,Ophthalmology,Corneal collagen cross-linking with riboflavin and ultraviolet a irradiation for keratoconus: long-term results.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23583044,2013,The ocular surface,Corneal crosslinking with riboflavin and ultraviolet A. Part II. Clinical indications and results.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
23583042,2013,The ocular surface,Corneal crosslinking with riboflavin and ultraviolet A. I. Principles.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
23582990,2013,Ophthalmology,Corneal collagen cross-linking for ectasia after LASIK and photorefractive keratectomy: long-term results.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23576861,2013,"Clinical ophthalmology (Auckland, N.Z.)",Adjuvant corneal crosslinking to prevent hyperopic LASIK regression.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23572132,2013,Cornea,Treatment of refractory infectious keratitis with corneal collagen cross-linking window absorption.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',ophthalmology_journal;no_abstract
23571261,2014,Indian journal of ophthalmology,Collagen cross-linking in the treatment of pellucid marginal degeneration.,keep,keep,keep.content,signal='cross-link' ophth='pellucid',ophthalmology_journal
23538626,2013,Cornea,Evaluation of the corneal collagen cross-linking demarcation line profile using anterior segment optical coherence tomography.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23538618,2013,Cornea,Morphological modification of the cornea after standard and transepithelial corneal cross-linking as imaged by anterior segment optical coherence tomography and laser scanning in vivo confocal microsc,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23522585,2013,Journal of cataract and refractive surgery,Impending corneal perforation after collagen cross-linking for herpetic keratitis.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23521905,2013,American journal of ophthalmology,Persistent corneal edema after collagen cross-linking for keratoconus. Reply.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
23521904,2013,American journal of ophthalmology,Persistent corneal edema after collagen cross-linking for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
23515869,2013,Journal of biomedical optics,Nonlinear optical collagen cross-linking and mechanical stiffening: a possible photodynamic therapeutic approach to treating corneal ectasia.,keep,keep,keep.content,signal='cross-link' ophth='cornea',
23506922,2013,Journal of cataract and refractive surgery,Biomechanical properties of corneal tissue after ultraviolet-A-riboflavin crosslinking.,keep,keep,keep.content,signal='ultraviolet-A' ophth='cornea',ophthalmology_journal
23506012,2013,Clinical & experimental optometry,Silicone hydrogel mini-scleral contact lenses in early stage after corneal collagen cross-linking for keratoconus: a retrospective case series.,keep,keep,keep.content,signal='cross-link' ophth='sclera',ophthalmology_journal
23499066,2013,Journal of cataract and refractive surgery,Collagen copolymer toric phakic intraocular lens for residual myopic astigmatism after intrastromal corneal ring segment implantation and corneal collagen crosslinking in a 3-stage procedure for kerat,keep,keep,keep.content,signal='crosslink' ophth='intraocular',ophthalmology_journal
23496655,2013,Clinical & experimental optometry,Refractive surgery for keratoconus.,keep,keep,keep.content,signal='cross link' ophth='Refractive',ophthalmology_journal
23483510,2013,European journal of ophthalmology,Assessment of corneal topography indices after collagen crosslinking for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23483496,2013,European journal of ophthalmology,Comparison of intrastromal corneal ring segment implantation only and in combination with collagen crosslinking for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23463021,2013,Investigative ophthalmology & visual science,"UVA-riboflavin collagen cross-linking: a misnomer perhaps, but it works!",keep,keep,keep.content,signal='UVA' ophth='UVA',ophthalmology_journal;no_abstract
23449485,2013,Cornea,Collagen cross-linking for advanced progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
23447899,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Clinical results of topography-based customized ablations in highly aberrated eyes and keratoconus/ectasia with cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='topograph',ophthalmology_journal
23447898,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Topography-guided hyperopic LASIK with and without high irradiance collagen cross-linking: initial comparative clinical findings in a contralateral eye study of 34 consecutive patients.,keep,keep,keep.content,signal='cross-link' ophth='Topograph',ophthalmology_journal
23446013,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)","SD-OCT analysis of regional epithelial thickness profiles in keratoconus, postoperative corneal ectasia, and normal eyes.",keep,keep,keep.content,signal='cross-link' ophth='epitheli',ophthalmology_journal
23440024,2013,"Clinical ophthalmology (Auckland, N.Z.)",Introduction of quantitative and qualitative cornea optical coherence tomography findings induced by collagen cross-linking for keratoconus: a novel effect measurement benchmark.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23424759,2012,"Oftalmologia (Bucharest, Romania : 1990)",[Corneal crosslinking protocols in keratoconus].,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
23419300,2013,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,Corneal collagen cross-linking using riboflavin and ultraviolet A for the treatment of mild to moderate keratoconus: 2-year follow-up.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23414201,2013,Clinical & experimental optometry,Current status of corneal collagen cross-linking for keratoconus: a review.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23408187,2013,Investigative ophthalmology & visual science,The efficacy of corneal cross-linking shows a sudden decrease with very high intensity UV light and short treatment time.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
23407323,2013,Cornea,Deep stromal opacity after corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='stroma',ophthalmology_journal
23406488,2013,Ophthalmic & physiological optics : the journal of the British College of Ophthalmic Opticians (Optometrists),Corneal cross-linking--a review.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23405038,2013,"Clinical ophthalmology (Auckland, N.Z.)",The combination of corneal collagen crosslinking with riboflavin and ultraviolet-a irridation and excimer laser surgery [corrected].,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal;no_abstract
23402595,2013,Current eye research,Scanning acoustic microscopy for mapping the microelastic properties of human corneal tissue.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23394735,2013,American journal of ophthalmology,Two-year corneal cross-linking results in patients younger than 18 years with documented progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
23394733,2013,American journal of ophthalmology,Persistent corneal edema after collagen cross-linking for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
23385796,2013,Investigative ophthalmology & visual science,Reduction of stromal swelling pressure after UVA-riboflavin cross-linking.,keep,keep,keep.content,signal='UVA' ophth='stroma',ophthalmology_journal
23385632,2013,The British journal of ophthalmology,Long-term follow-up of riboflavin/ultraviolet A (370 nm) corneal collagen cross-linking to halt the progression of keratoconus.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
23380407,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Safety and visual outcome of Visian toric ICL implantation after corneal collagen cross-linking in keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23361513,2013,Investigative ophthalmology & visual science,Brillouin microscopy of collagen crosslinking: noncontact depth-dependent analysis of corneal elastic modulus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23356663,2013,Veterinary ophthalmology,Corneal collagen cross-linking (CXL) for the treatment of melting keratitis in cats and dogs: a pilot study.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23355529,2013,The British journal of ophthalmology,Riboflavin/ultravoilet light-mediated crosslinking for fungal keratitis.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal;no_abstract
23349690,2013,PloS one,The effect of riboflavin/UVA collagen cross-linking therapy on the structure and hydrodynamic behaviour of the ungulate and rabbit corneal stroma.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',
23347375,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal collagen cross-linking for nonectatic disorders: a systematic review.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23347374,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal collagen cross-linking for progressive keratoconus in pediatric patients: a feasibility study.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23347373,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Outcomes of a new microwave procedure followed by accelerated cross-linking for the treatment of keratoconus: a pilot study.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
23347372,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal transparency after cross-linking for keratoconus: 1-year follow-up.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23347371,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",In vivo imaging of riboflavin penetration during collagen cross-linking with hand-held spectral domain optical coherence tomography.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
23347370,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)","Corneal confocal microscopy following conventional, transepithelial, and accelerated corneal collagen cross-linking procedures for keratoconus.",keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
23347369,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Transepithelial corneal cross-linking in pediatric patients: early results.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23347368,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Results of corneal collagen cross-linking in pediatric patients.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23347367,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Progression of keratoconus and efficacy of pediatric [corrected] corneal collagen cross-linking in children and adolescents.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
23347365,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal collagen cross-linking: new and expanding applications.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
23337554,2013,Ophthalmology,"Effect of corneal collagen cross-linking on corneal innervation, corneal sensitivity, and tear function of patients with keratoconus.",keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23322569,2013,Investigative ophthalmology & visual science,Resistance of corneal RFUVA–cross-linked collagens and small leucine-rich proteoglycans to degradation by matrix metalloproteinases.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23311743,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Intracorneal ring segments implantation followed by same-day topography-guided PRK and corneal collagen CXL in low to moderate keratoconus.,keep,keep,keep.content,signal='CXL' ophth='topograph',ophthalmology_journal
23311742,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Topography-guided transepithelial PRK after intracorneal ring segments implantation and corneal collagen CXL in a three-step procedure for keratoconus.,keep,keep,keep.content,signal='CXL' ophth='Topograph',ophthalmology_journal
23311741,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Reduced cross-linking demarcation line depth at the peripheral cornea after corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23299484,2013,Investigative ophthalmology & visual science,The efficacy of corneal cross-linking shows a sudden decrease with very high intensity UV light and short treatment time.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23294178,2013,Molecular pharmaceutics,Cyclodextrin-mediated enhancement of riboflavin solubility and corneal permeability.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',
23290750,2013,Ophthalmology,Corneal cross-linking as a treatment for keratoconus: four-year morphologic and clinical outcomes with respect to patient age.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
26107862,2013,"Asia-Pacific journal of ophthalmology (Philadelphia, Pa.)",Changes in Forward and Backward Light Scatter in Keratoconus Resulting From Corneal Cross-Linking.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratocon',ophthalmology_journal
24601176,2013,"Medical archives (Sarajevo, Bosnia and Herzegovina)",The results of corneal cross-linking in the treatment of keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',
23263221,2013,Cornea,Impact of collagen crosslinking on corneal sensitivity in keratoconus patients.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
23258670,2012,Klinische Monatsblatter fur Augenheilkunde,[Influence of corneal transparency on the quality of topographies].,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23258309,2012,"Eye (London, England)",New clinical pathways for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
23252029,2012,Bulletin de la Societe belge d'ophtalmologie,Corneal cross-linking and keratoconus: the change in treatment paradigm of keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
23225837,2012,Eye science,Clinical evaluation of pranoprofen combined with fluorometholone eye drops on postoperative reaction of corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='eye',ophthalmology_journal
23221887,2013,International ophthalmology clinics,Corneal collagen cross-linking for keratoconus and post-LASIK ectasia.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
23195271,2012,Journal of cataract and refractive surgery,Prevention of ectasia for laser in situ keratomileusis with simultaneous corneal crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='ectasi',ophthalmology_journal;no_abstract
